name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,LastExonStart,LastExonEnd,StopCodon
SLC27A3,chr1,+,153747767,153752630,153747832,153752478,153752301,153752630,TGA
CREB3L4,chr1,+,153940378,153946839,153941001,153946541,153946347,153946839,TGA
UBAP2L,chr1,+,154193324,154243328,154197599,154242771,154242675,154243328,TGA
AQP10,chr1,+,154293591,154297801,154293631,154296956,154296757,154297801,TGA
ATP8B2,chr1,+,154300275,154323783,154300275,154321594,154321315,154323783,TGA
CHRNB2,chr1,+,154540256,154552502,154540520,154548408,154548237,154552502,TGA
CKS1B,chr1,+,154947174,154951725,154947221,154951253,154951200,154951725,TGA
FLAD1,chr1,+,154955834,154965587,154956461,154965513,154965377,154965587,TGA
DCST1,chr1,+,155006299,155023406,155006512,155023344,155023092,155023406,TGA
ADAM15,chr1,+,155023761,155035234,155023862,155034978,155034935,155035234,TGA
EFNA4,chr1,+,155036206,155042029,155036299,155041465,155041328,155042029,TGA
EFNA1,chr1,+,155099935,155107333,155100453,155106543,155106430,155107333,TGA
SLC50A1,chr1,+,155108325,155111329,155108387,155110757,155110655,155111329,TGA
TRIM46,chr1,+,155146384,155157445,155147867,155156666,155156272,155157445,TGA
MTX1,chr1,+,155178489,155183614,155178595,155183489,155183274,155183614,TGA
FDPS,chr1,+,155278538,155290457,155279855,155290400,155290199,155290457,TGA
RXFP4,chr1,+,155911479,155912625,155911500,155912625,155911479,155912625,TGA
RAB25,chr1,+,156030950,156040295,156031191,156040078,156039950,156040295,TGA
LMNA,chr1,+,156052368,156107656,156084709,156107555,156107444,156107656,TGA
PMF1,chr1,+,156182783,156209831,156182806,156209378,156209338,156209831,TGA
TMEM79,chr1,+,156254069,156262234,156255017,156261389,156261175,156262234,TGA
TSACC,chr1,+,156307104,156316786,156309548,156316773,156316558,156316786,TGA
RHBG,chr1,+,156339002,156355011,156339040,156354585,156354568,156355011,TGA
TTC24,chr1,+,156549518,156556562,156551156,156556342,156556260,156556562,TGA
APOA1BP,chr1,+,156561553,156564091,156561596,156563876,156563673,156564091,TGA
RRNAD1,chr1,+,156698233,156706741,156698896,156706436,156706423,156706741,TGA
PEAR1,chr1,+,156863522,156886226,156873718,156884590,156884438,156886226,TGA
CD1D,chr1,+,158149736,158154686,158150891,158153940,158153918,158154686,TGA
CD1C,chr1,+,158259575,158263420,158259854,158263266,158263244,158263420,TGA
CD1E,chr1,+,158323485,158327343,158323778,158326686,158326517,158327343,TGA
OR10R2,chr1,+,158449667,158450675,158449667,158450675,158449667,158450675,TGA
OR10Z1,chr1,+,158576228,158577170,158576228,158577170,158576228,158577170,TGA
MNDA,chr1,+,158801106,158819294,158811943,158819027,158818979,158819294,TGA
FCER1A,chr1,+,159259503,159278014,159272154,159277722,159277537,159278014,TGA
OR10J1,chr1,+,159409511,159410600,159409548,159410511,159409511,159410600,TGA
APCS,chr1,+,159557614,159558655,159557711,159558498,159557890,159558655,TGA
FCRL6,chr1,+,159770301,159786041,159770387,159785372,159785330,159786041,TGA
KCNJ9,chr1,+,160051359,160060353,160053820,160057607,160057275,160060353,TGA
ATP1A2,chr1,+,160085562,160113381,160085651,160111112,160111083,160113381,TGA
PEA15,chr1,+,160175126,160185166,160181334,160183276,160183211,160185166,TGA
NCSTN,chr1,+,160313061,160328742,160313186,160328061,160327938,160328742,TGA
NHLH1,chr1,+,160336856,160342638,160340521,160340923,160340346,160342638,TGA
VANGL2,chr1,+,160370375,160398468,160385627,160395168,160394907,160398468,TGA
LY9,chr1,+,160765863,160798051,160765977,160797606,160797537,160798051,TGA
NIT1,chr1,+,161087907,161095235,161087966,161093945,161093930,161095235,TGA
UFC1,chr1,+,161123541,161128646,161123787,161128282,161128201,161128646,TGA
USP21,chr1,+,161129253,161135504,161130430,161135237,161135146,161135504,TGA
PPOX,chr1,+,161136199,161141008,161136637,161140966,161140823,161141008,TGA
NDUFS2,chr1,+,161169104,161184185,161172175,161183983,161183945,161184185,TGA
AL590714.1,chr1,+,161190159,161192296,161190159,161192296,161192080,161192296,TGA
TOMM40L,chr1,+,161195792,161200397,161196279,161198885,161198745,161200397,TGA
PCP4L1,chr1,+,161228516,161255240,161228764,161254271,161254128,161255240,TGA
SDHC,chr1,+,161284046,161332984,161284195,161332223,161332118,161332984,TGA
HSPA6,chr1,+,161494035,161496681,161494448,161496380,161494035,161496681,TGA
FCRLB,chr1,+,161692456,161697932,161692462,161697452,161697036,161697932,TGA
DUSP12,chr1,+,161719559,161726952,161719591,161726737,161726575,161726952,TGA
UHMK1,chr1,+,162467594,162499419,162467790,162492204,162492193,162499419,TGA
UAP1,chr1,+,162531322,162569627,162535858,162569153,162569060,162569627,TGA
DDR2,chr1,+,162602254,162757190,162688853,162750036,162749901,162757190,TGA
NUF2,chr1,+,163291724,163325554,163295841,163325259,163325124,163325554,TGA
PBX1,chr1,+,164528871,164821068,164529059,164815913,164815820,164821068,TGA
UCK2,chr1,+,165796767,165877346,165797070,165877060,165876920,165877346,TGA
POGK,chr1,+,166808693,166825581,166810193,166819646,166821821,166825581,TGA
DUSP27,chr1,+,167064086,167098402,167064086,167097845,167095023,167098402,TGA
POU2F1,chr1,+,167190065,167396582,167190134,167385047,167384736,167396582,TGA
RCSD1,chr1,+,167599329,167675486,167599660,167673933,167673900,167675486,TGA
ATP1B1,chr1,+,169075560,169101257,169076067,169100793,169100529,169101257,TGA
C1orf112,chr1,+,169764549,169823221,169770046,169822128,169821930,169823221,TGA
METTL11B,chr1,+,170115141,170136931,170115248,170136898,170136626,170136931,TGA
GORAB,chr1,+,170501269,170522587,170501289,170521603,170521155,170522587,TGA
PRRX1,chr1,+,170633046,170708560,170633359,170705327,170705188,170708560,TGA
FMO6P,chr1,+,171106878,171130707,171107350,171107545,171130296,171130707,TGA
FMO4,chr1,+,171283372,171311223,171288964,171310978,171310551,171311223,TGA
METTL13,chr1,+,171750821,171766857,171752984,171765896,171765621,171766857,TGA
C1orf105,chr1,+,172389827,172437969,172390025,172437734,172437588,172437969,TGA
KLHL20,chr1,+,173684122,173755840,173685182,173754385,173754300,173755840,TGA
DARS2,chr1,+,173793640,173827684,173794367,173826843,173826655,173827684,TGA
ZBTB37,chr1,+,173837492,173855774,173839363,173855262,173854773,173855774,TGA
GPR52,chr1,+,174417211,174418683,174417249,174418335,174417211,174418683,TGA
CACYBP,chr1,+,174968299,174980851,174973863,174979215,174979058,174980851,TGA
TNN,chr1,+,175036993,175117202,175046554,175116207,175116066,175117202,TGA
RASAL2,chr1,+,178062863,178448644,178063681,178442374,178442209,178448644,TGA
TOR3A,chr1,+,179050511,179065131,179051263,179064353,179064102,179065131,TGA
AXDND1,chr1,+,179334854,179523870,179335644,179523654,179523646,179523870,TGA
TDRD5,chr1,+,179560747,179660405,179561750,179660078,179659830,179660405,TGA
CEP350,chr1,+,179923872,180084015,179955316,180080296,180080131,180084015,TGA
QSOX1,chr1,+,180124031,180167169,180124042,180166476,180166467,180167169,TGA
XPR1,chr1,+,180601139,180859387,180601337,180853202,180853141,180859387,TGA
KIAA1614,chr1,+,180882324,180920750,180882379,180914724,180914438,180920750,TGA
MR1,chr1,+,181003138,181031074,181003143,181024401,181024360,181031074,TGA
IER5,chr1,+,181057637,181059977,181058038,181059022,181057637,181059977,TGA
NPL,chr1,+,182758903,182799519,182763506,182798814,182798737,182799519,TGA
LAMC2,chr1,+,183155422,183214035,183155487,183212535,183212281,183214035,TGA
RGL1,chr1,+,183605219,183897665,183711292,183895426,183895238,183897665,TGA
TSEN15,chr1,+,184020810,184043346,184020889,184041981,184041960,184043346,TGA
RNF2,chr1,+,185014495,185071740,185056685,185069433,185069331,185071740,TGA
OCLM,chr1,+,186369703,186370587,186370177,186370312,186369703,186370587,TGA
RGS21,chr1,+,192286121,192336415,192312166,192335254,192335050,192336415,TGA
RGS1,chr1,+,192544856,192549161,192544922,192548452,192548266,192549161,TGA
RGS13,chr1,+,192605274,192629390,192613464,192628653,192628467,192629390,TGA
RGS2,chr1,+,192778170,192781403,192778201,192780726,192780531,192781403,TGA
CDC73,chr1,+,193091146,193223031,193091330,193219842,193219805,193223031,TGA
CFHR5,chr1,+,196946666,196978804,196946722,196977813,196977616,196978804,TGA
C1orf53,chr1,+,197871776,197876497,197871779,197876350,197876278,197876497,TGA
AC096677.1,chr1,+,201592012,201592738,201592012,201592738,201592012,201592738,TGA
SHISA4,chr1,+,201857835,201861434,201858122,201860974,201860927,201861434,TGA
ELF3,chr1,+,201979644,201986316,201980264,201984451,201984336,201986316,TGA
GPR37L1,chr1,+,202091985,202102720,202092091,202097684,202096868,202102720,TGA
RP11-480I12.4,chr1,+,202789393,202796353,202794634,202795252,202794313,202796353,TGA
ATP2B4,chr1,+,203595688,203713209,203652333,203708982,203708673,203713209,TGA
LAX1,chr1,+,203734303,203745245,203734693,203743809,203743002,203745245,TGA
ZC3H11A,chr1,+,203764826,203821558,203786198,203821527,203821268,203821558,TGA
SOX13,chr1,+,204042731,204096863,204082043,204095262,204094985,204096863,TGA
CNTN2,chr1,+,205012324,205047627,205022313,205042893,205042783,205047627,TGA
TMCC2,chr1,+,205197303,205242471,205197692,205241252,205240940,205242471,TGA
CDK18,chr1,+,205473726,205501921,205492295,205500506,205500471,205501921,TGA
AC119673.1,chr1,+,205682496,205684153,205683470,205683719,205682496,205684153,TGA
SRGAP2,chr1,+,206516199,206637776,206516199,206634765,206634381,206637776,TGA
IKBKE,chr1,+,206643790,206670223,206646570,206669478,206669444,206670223,TGA
MAPKAPK2,chr1,+,206858381,206907628,206858574,206906063,206905919,206907628,TGA
IL19,chr1,+,206972214,207016324,206972239,207015967,207015871,207016324,TGA
IL24,chr1,+,207070788,207077484,207071177,207076404,207076320,207077484,TGA
CR2,chr1,+,207627574,207663240,207627763,207658899,207662486,207663240,TGA
CR1,chr1,+,207669572,207813553,207669612,207812754,207812741,207813553,TGA
CD46,chr1,+,207925401,207968858,207925557,207963649,207966863,207968858,TGA
CAMK1G,chr1,+,209757073,209787283,209768328,209786220,209786384,209787283,TGA
TRAF3IP3,chr1,+,209929393,209955660,209933384,209955493,209955400,209955660,TGA
DIEXF,chr1,+,210001351,210030910,210001408,210024792,210024548,210030910,TGA
SYT14,chr1,+,210111537,210337631,210111609,210334387,210334073,210337631,TGA
SERTAD4,chr1,+,210406143,210419600,210411305,210415682,210414902,210419600,TGA
NENF,chr1,+,212606228,212619714,212606285,212619348,212619171,212619714,TGA
FLVCR1,chr1,+,213031596,213072705,213031794,213068632,213068557,213072705,TGA
RPS6KC1,chr1,+,213224596,213448116,213224746,213445977,213445866,213448116,TGA
SMYD2,chr1,+,214454575,214510474,214454597,214510127,214510046,214510474,TGA
CENPF,chr1,+,214776537,214837931,214787097,214837137,214836933,214837931,TGA
KCTD3,chr1,+,215740734,215795149,215741028,215793960,215793398,215795149,TGA
LYPLAL1,chr1,+,219347185,219386207,219347232,219385070,219384833,219386207,TGA
FAM177B,chr1,+,222910557,222924002,222919887,222923400,222923262,222924002,TGA
C1orf65,chr1,+,223566714,223568812,223566817,223568689,223566714,223568812,TGA
CAPN2,chr1,+,223889294,223963718,223889530,223962559,223962535,223963718,TGA
CNIH4,chr1,+,224544551,224567154,224544626,224563524,224563496,224567154,TGA
AC092811.1,chr1,+,225600403,225602040,225601575,225601923,225600403,225602040,TGA
SRP9,chr1,+,225965530,225978168,225965642,225977061,225976941,225978168,TGA
EPHX1,chr1,+,225997796,226033260,226016430,226033048,226032846,226033260,TGA
MIXL1,chr1,+,226411318,226413565,226411382,226413513,226413183,226413565,TGA
C1orf95,chr1,+,226736500,226796915,226736605,226789741,226789706,226796915,TGA
PSEN2,chr1,+,227058263,227083799,227069608,227083280,227083124,227083799,TGA
PRSS38,chr1,+,228003393,228034171,228003417,228033909,228033654,228034171,TGA
ARF1,chr1,+,228270360,228286912,228284815,228285714,228285552,228286912,TGA
GUK1,chr1,+,228327662,228336541,228333213,228336398,228336365,228336541,TGA
GJC2,chr1,+,228337552,228347527,228345459,228346779,228345440,228347527,TGA
OBSCN,chr1,+,228395830,228566577,228399484,228566496,228566318,228566577,TGA
HIST3H2BB,chr1,+,228645807,228646259,228645830,228646211,228645807,228646259,TGA
RNF187,chr1,+,228674761,228683467,228675516,228681586,228681583,228683467,TGA
RHOU,chr1,+,228870823,228882416,228871489,228879487,228879031,228882416,TGA
TMEM78,chr1,+,229385382,229387557,229385441,229385852,229385382,229387557,TGA
SPHAR,chr1,+,229440128,229441248,229440881,229441073,229440128,229441248,TGA
CAPN9,chr1,+,230883160,230937749,230883242,230937342,230937315,230937749,TGA
ARV1,chr1,+,231114794,231136341,231114851,231133009,231135883,231136341,TGA
SPRTN,chr1,+,231473793,231490769,231474129,231489107,231488355,231490769,TGA
TSNAX-DISC1,chr1,+,231664398,231954990,231664556,231752455,231954074,231954990,TGA
DISC1,chr1,+,231762560,232177018,231762613,232172577,232172439,232177018,TGA
NTPCR,chr1,+,233086369,233119628,233086456,233113977,233113908,233119628,TGA
KCNK1,chr1,+,233749749,233808258,233749917,233807276,233807016,233808258,TGA
TBCE,chr1,+,235530727,235612278,235543364,235612077,235611984,235612278,TGA
ACTN2,chr1,+,236849807,236927931,236849973,236925919,236925760,236927931,TGA
FMN2,chr1,+,240255179,240638489,240255409,240637454,240637427,240638489,TGA
KMO,chr1,+,241695433,241758944,241695744,241755455,241755254,241758944,TGA
SDCCAG8,chr1,+,243419357,243663394,243419475,243663087,243663057,243663394,TGA
AL590483.1,chr1,+,244227631,244231211,244227915,244228404,244227631,244231211,TGA
COX20,chr1,+,244998623,245008359,244999016,245006478,245006342,245008359,TGA
OR2G2,chr1,+,247751661,247752615,247751661,247752615,247751661,247752615,TGA
OR2G3,chr1,+,247768855,247769838,247768887,247769817,247768855,247769838,TGA
OR14K1,chr1,+,247901916,247902861,247901916,247902861,247901916,247902861,TGA
OR2AK2,chr1,+,248128534,248129641,248128633,248129641,248128534,248129641,TGA
OR2M5,chr1,+,248308449,248309388,248308449,248309388,248308449,248309388,TGA
OR2M3,chr1,+,248366331,248367392,248366369,248367308,248366331,248367392,TGA
OR2M4,chr1,+,248402230,248403166,248402230,248403166,248402230,248403166,TGA
OR2T1,chr1,+,248569295,248570405,248569295,248570405,248569295,248570405,TGA
PGBD2,chr1,+,249200394,249214145,249211536,249212562,249211477,249214145,TGA
ZMYND11,chr10,+,180423,300566,255832,298410,298287,300566,TGA
PFKP,chr10,+,3109711,3178985,3109787,3178771,3178641,3178985,TGA
CALML3,chr10,+,5566923,5568225,5567048,5567498,5566923,5568225,TGA
FAM208B,chr10,+,5726800,5805703,5762605,5804995,5804991,5805703,TGA
FBXO18,chr10,+,5931534,5979549,5957508,5979243,5979072,5979549,TGA
RBM17,chr10,+,6131308,6159420,6139028,6157519,6157415,6159420,TGA
PFKFB3,chr10,+,6186896,6277495,6186960,6274905,6274857,6277495,TGA
DKFZP667F0711,chr10,+,6392277,6394723,6392279,6392831,6392277,6394723,TGA
TAF3,chr10,+,7860466,8058590,7860672,8056714,8056599,8058590,TGA
CELF2,chr10,+,11047258,11378666,11047350,11371016,11374627,11378666,TGA
ECHDC3,chr10,+,11784364,11806069,11784575,11805543,11805222,11806069,TGA
PROSER2,chr10,+,11865396,11914276,11894076,11912405,11911488,11914276,TGA
DHTKD1,chr10,+,12110970,12165224,12111032,12162887,12162785,12165224,TGA
CDC123,chr10,+,12237964,12292587,12238244,12292336,12292309,12292587,TGA
CAMK1D,chr10,+,12391480,12877545,12391817,12870886,12870767,12877545,TGA
PRPF18,chr10,+,13628926,13672868,13629086,13672340,13672259,13672868,TGA
RP11-295P9.3,chr10,+,13652046,13697482,13652046,13696385,13697377,13697482,TGA
SUV39H2,chr10,+,14920898,14946314,14938847,14944511,14944404,14946314,TGA
CACNB2,chr10,+,18429605,18830056,18429665,18828653,18828158,18830056,TGA
COMMD3-BMI1,chr10,+,22605337,22618471,22605346,22618471,22618141,22618471,TGA
BMI1,chr10,+,22610139,22620413,22615378,22618471,22618141,22620413,TGA
SPAG6,chr10,+,22634398,22706550,22634540,22705617,22705547,22706550,TGA
MSRB2,chr10,+,23384434,23410942,23384537,23409791,23409686,23410942,TGA
PTF1A,chr10,+,23481255,23483181,23481459,23482835,23482632,23483181,TGA
OTUD1,chr10,+,23728197,23731308,23728386,23729832,23728197,23731308,TGA
THNSL1,chr10,+,25305586,25315593,25312152,25314384,25312104,25315593,TGA
PDSS1,chr10,+,26986587,27035727,26986640,27035402,27035261,27035727,TGA
WAC,chr10,+,28822241,28909472,28822508,28908535,28908465,28909472,TGA
BAMBI,chr10,+,28966270,28971868,28966826,28971330,28970911,28971868,TGA
MAP3K8,chr10,+,30722865,30750761,30727867,30749765,30749634,30750761,TGA
C10orf68,chr10,+,32856650,33171802,32873189,33165321,33171620,33171802,TGA
GJD4,chr10,+,35894337,35897863,35894495,35897554,35896505,35897863,TGA
ANKRD30A,chr10,+,37414784,37521495,37414883,37520397,37521426,37521495,TGA
ZNF37A,chr10,+,38383274,38414472,38385545,38407765,38406317,38414472,TGA
LINC00999,chr10,+,38717073,38736820,38717128,38726512,38736742,38736820,TGA
BMS1,chr10,+,43278248,43330385,43279842,43326544,43326313,43330385,TGA
CSGALNACT2,chr10,+,43633933,43680756,43650597,43678990,43678697,43680756,TGA
FXYD4,chr10,+,43867089,43871780,43869194,43871614,43871594,43871780,TGA
TMEM72,chr10,+,45406647,45432450,45406960,45430582,45430103,45432450,TGA
ALOX5,chr10,+,45869674,45941561,45869727,45941135,45940955,45941561,TGA
GPRIN2,chr10,+,46994086,47000573,46998880,47000257,46998874,47000573,TGA
ANXA8L2,chr10,+,47746935,47763041,47747111,47762187,47762127,47763041,TGA
AL603965.1,chr10,+,47746961,47770871,47769179,47769665,47769072,47770871,TGA
AGAP9,chr10,+,48215835,48237210,48215835,48237210,48235818,48237210,TGA
FAM25G,chr10,+,48247668,48252143,48247687,48252087,48251953,48252143,TGA
AL591684.1,chr10,+,48255278,48279199,48277507,48277993,48277400,48279199,TGA
ANXA8,chr10,+,48255306,48271363,48255428,48270515,48270455,48271363,TGA
ZNF488,chr10,+,48355100,48373866,48370532,48370857,48370825,48373866,TGA
MAPK8,chr10,+,49609686,49647403,49609703,49642938,49642921,49647403,TGA
CHAT,chr10,+,50817140,50873150,50824615,50873092,50872822,50873150,TGA
C10orf53,chr10,+,50887731,50918307,50887743,50916663,50918052,50918307,TGA
NCOA4,chr10,+,51565107,51590731,51568356,51589230,51589224,51590731,TGA
ADO,chr10,+,64564515,64568238,64564819,64565632,64564515,64568238,TGA
HNRNPH3,chr10,+,70091831,70102944,70096978,70101811,70101734,70102944,TGA
TET1,chr10,+,70320412,70454239,70332095,70451571,70450564,70454239,TGA
CCAR1,chr10,+,70480970,70552134,70482261,70551023,70550963,70552134,TGA
DDX50,chr10,+,70661033,70706603,70661140,70706386,70706107,70706603,TGA
VPS26A,chr10,+,70883907,70932612,70884033,70931025,70930911,70932612,TGA
C10orf35,chr10,+,71390013,71393352,71391499,71392815,71392545,71393352,TGA
RP11-242G20.1,chr10,+,71444654,71452208,71444654,71450860,71452057,71452208,TGA
COL13A1,chr10,+,71561687,71718904,71562179,71718457,71718454,71718904,TGA
EIF4EBP2,chr10,+,72164134,72188374,72164157,72181503,72181471,72188374,TGA
ADAMTS14,chr10,+,72432558,72522197,72432558,72520609,72520115,72522197,TGA
SGPL1,chr10,+,72575725,72640930,72576609,72637092,72636951,72640930,TGA
UNC5B,chr10,+,72972326,73062621,72972742,73059034,73058868,73062621,TGA
CDH23,chr10,+,73199583,73575035,73199588,73575035,73574708,73575035,TGA
ANAPC16,chr10,+,73975805,73995618,73983672,73992874,73992758,73995618,TGA
DDIT4,chr10,+,74033677,74035794,74033974,74034946,74034452,74035794,TGA
MCU,chr10,+,74451888,74647452,74451909,74645580,74645502,74647452,TGA
CHCHD1,chr10,+,75541820,75543410,75541833,75542945,75542831,75543410,TGA
ZSWIM8,chr10,+,75545381,75561550,75545636,75561277,75561073,75561550,TGA
PLAU,chr10,+,75670861,75677254,75671649,75676323,75676146,75677254,TGA
ADK,chr10,+,75910959,76468457,75911036,76468203,76468078,76468457,TGA
SAMD8,chr10,+,76871392,76941881,76910286,76936450,76936145,76941881,TGA
C10orf11,chr10,+,77542518,78317133,77542733,78317046,78316966,78317133,TGA
AL391421.1,chr10,+,79626632,79629368,79626703,79627895,79627680,79629368,TGA
ZMIZ1,chr10,+,80828791,81076276,80961389,81072506,81072398,81076276,TGA
SFTPA1,chr10,+,81370694,81375196,81371581,81373869,81373492,81375196,TGA
TMEM254,chr10,+,81838425,81852313,81838455,81850673,81850552,81852313,TGA
PLAC9,chr10,+,81892476,81905115,81892518,81904666,81904655,81905115,TGA
AL359195.1,chr10,+,82009465,82013395,82012482,82013325,82009465,82013395,TGA
